GENE_SYMBOL	NAME	COSMIC_GENE_ID	CHROMOSOME	GENOME_START	GENOME_STOP	CHR_BAND	SOMATIC	GERMLINE	TUMOUR_TYPES_SOMATIC	TUMOUR_TYPES_GERMLINE	CANCER_SYNDROME	TISSUE_TYPE	MOLECULAR_GENETICS	ROLE_IN_CANCER	MUTATION_TYPES	TRANSLOCATION_PARTNER	OTHER_GERMLINE_MUT	OTHER_SYNDROME	TIER	SYNONYMS
ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	COSG106100	2	127257290	127294176	2q14.3	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (B)	E	Rec	TSG	Mis, S		n		1	ERCC3,ENSG00000163161.13,P19447,2071,BTF2,GTF2H,RAD25,TFIIH,XPB
ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	COSG61416	16	13920157	13952345	16p13.12	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (F)	E	Rec	TSG	Mis, N, F		n		1	ERCC4,ENSG00000175595.14,Q92889,2072,FANCQ,RAD1
ERCC5	ERCC excision repair 5, endonuclease	COSG85514	13	102807146	102876001	13q33.1	n	y		skin basal cell, skin squamous cell, melanoma	xeroderma pigmentosum (G)	E	Rec	TSG	Mis, N, F		n		1	ERCC5,ENSG00000134899.19,P28715,2073
ERG	ETS transcription factor ERG	COSG60964	21	38380027	38661780	21q22.2	y	n	Ewing sarcoma, prostate, AML			M, E, L	Dom	oncogene, fusion	T, A	EWSR1, TMPRSS2, ELF4, FUS, HERPUD1, NDRG1	n		1	ERG,ENSG00000157554.18,P11308,2078,erg-3,p55
ESR1	estrogen receptor 1	COSG61326	6	151656691	152129619	6q25.2	y	n	breast			E	Dom	oncogene, TSG, fusion	Mis, T		n		1	ESR1,ENSG00000091831.23,P03372,2099,ER-alpha,Era,NR3A1
ETNK1	ethanolamine kinase 1	COSG90071	12	22625075	22690665	12p12.1	y	n	aCML, CMML, SM-AHD, HES			L	Dom	TSG	Mis		n		1	ETNK1,ENSG00000139163.15,Q9HBU6,55500,EKI,EKI1
ETV1	ETS variant 1	COSG94966	7	13891228	13991425	7p21.2	y	n	Ewing sarcoma, prostate			M, E	Dom	oncogene, fusion	T	EWSR1, TMPRSS2, SLC45A3, HMGN2P46, HNRNPA2B1. ACSL3	n		1	ETV1,ENSG00000006468.13,P50549,2115,ER81
ETV4	ETS variant 4	COSG95406	17	43527844	43579620	17q21.31	y	n	Ewing sarcoma, prostate carcinoma			M, E	Dom	oncogene, fusion	T	EWSR1, TMPRSS2, DDX5, KLK2, CANT1	n		1	ETV4,ENSG00000175832.12,P43268,2118,E1A-F,E1AF,PEA3
ETV5	ETS variant 5	COSG94466	3	186046308	186110318	3q27.2	y	n	prostate			E	Dom	oncogene, fusion	T	TMPRSS2, SCL45A3	n		1	ETV5,ENSG00000244405.7,P41161,2119,ERM
ETV6	ETS variant 6	COSG88065	12	11649854	11895402	12p13.2	y	n	congenital fibrosarcoma, multiple different leukaemia and lymphoma tumour types including ALL, secretory breast, MDS			L, E, M	Dom	TSG, fusion	T	NTRK3, RUNX1, PDGFRB, ABL1, MN1, ABL2, ACSL6, CHIC2, ARNT, JAK2, MECOM, CDX2, RNF217-AS1, MNX1, MDS2, PER1, SYK, TTL, FGFR3, PAX5	n		1	ETV6,ENSG00000139083.10,P41212,2120,TEL
EWSR1	EWS RNA binding protein 1	COSG80325	22	29268009	29300525	22q12.2	y	n	Ewing sarcoma, desmoplastic small round cell tumour , ALL, clear cell sarcoma, sarcoma, myoepithelioma, mesothelioma			L, M, E	Dom	oncogene, fusion	T	FLI1, ERG, NR4A3, FEV, ATF1, ETV1, ETV4, WT1, ZNF384, CREB1, POU5F1,  PBX1, NFATC1, NFATC2, DDIT3, PATZ1, SMARCA5, SP3, ZNF444, YY1	n		1	EWSR1,ENSG00000182944.17,Q01844,2130,EWS
EXT1	exostosin glycosyltransferase 1	COSG91391	8	117794490	118111853	8q24.11	n	y		exostoses, osteosarcoma	multiple exostoses type 1	M	Rec	TSG, fusion	Mis, N, F, S, T		n		1	EXT1,ENSG00000182197.10,Q16394,2131,ttv
EXT2	exostosin glycosyltransferase 2	COSG109806	11	44095549	44245429	11p11.2	n	y		exostoses, osteosarcoma	multiple exostoses type 2	M	Rec	TSG	Mis, N, F, S		n		1	EXT2,ENSG00000151348.13,Q93063,2132,SOTV
EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	COSG109206	7	148807383	148884321	7q36.1	y	n	DLBCL			L	Dom	oncogene, TSG	Mis		n		1	EZH2,ENSG00000106462.10,Q15910,2146,ENX-1,EZH1,KMT6,KMT6A
EZR	ezrin	COSG78273	6	158765741	158819412	6q25.3	y	n	NSCLC			E	Dom	fusion	T	ROS1	n		1	EZR,ENSG00000092820.17,P15311,7430
FADD	Fas associated via death domain	COSG88220	11	70203163	70207390	11q13.3	y	y	breast cancer, HNSCC	lymphoma		E, L			A		n		2	FADD,ENSG00000168040.4,Q13158,8772,GIG3,MORT1
FAM131B	family with sequence similarity 131 member B	COSG98719	7	143353400	143362770	7q34	y	n	pilocytic astrocytoma			O	Dom	fusion	T	BRAF	n		2	FAM131B,ENSG00000159784.17,Q86XD5,9715,KIAA0773
FAM135B	family with sequence similarity 135 member B	COSG92822	8	138130023	138496822	8q24.23	y	n	SCLC			E			Mis		n		2	FAM135B,ENSG00000147724.11,Q49AJ0,51059,C8ORFK32
FAM47C	family with sequence similarity 47 member C	COSG61751	X	37008397	37011666	Xp21.1	y	n	melanoma, clear cell sarcoma of soft parts, SCLC			E, M			Mis		n		2	FAM47C,ENSG00000198173.4,Q5HY64,442444
FANCA	FA complementation group A	COSG82650	16	89737549	89816657	16q24.3	n	y		AML, leukaemia	Fanconi anaemia A	L	Rec	TSG	D, Mis, N, F, S		n		1	FANCA,ENSG00000187741.14,O15360,2175,FA-H,FAA,FAH
FANCC	FA complementation group C	COSG73016	9	95099054	95426796	9q22.32	n	y		AML, leukaemia	Fanconi anaemia C	L	Rec	TSG	D, Mis, N, F, S		n		1	FANCC,ENSG00000158169.12,Q00597,2176,FA3,FAC
FANCD2	FA complementation group D2	COSG111784	3	10026414	10101930	3p25.3	n	y		AML, leukaemia	Fanconi anaemia D2	L	Rec	TSG	D, Mis, N, F		n		1	FANCD2,ENSG00000144554.10,Q9BXW9,2177,FA-D2,FAD
FANCE	FA complementation group E	COSG112045	6	35452361	35467103	6p21.31	n	y		AML, leukaemia	Fanconi anaemia E	L	Rec	TSG	N, F, S		n		1	FANCE,ENSG00000112039.3,Q9HB96,2178,FAE
FANCF	FA complementation group F	COSG111782	11	22622519	22626787	11p14.3	n	y		AML, leukaemia	Fanconi anaemia F	L	Rec	TSG	N, F		n		1	FANCF,ENSG00000183161.4,Q9NPI8,2188,FAF
FANCG	FA complementation group G	COSG78051	9	35073835	35080016	9p13.3	n	y		AML, leukaemia	Fanconi anaemia G	L	Rec	TSG	Mis, N, F, S		n		1	FANCG,ENSG00000221829.9,O15287,2189,FAG
FAS	Fas cell surface death receptor	COSG73953	10	88990582	89015785	10q23.31	y	n	TGCT, nasal NK/T lymphoma, skin squamous cell carcinoma-burn scar related			L, E, O	Rec	TSG	Mis		y	Autoimmune lymphoproliferative syndrome	1	FAS,ENSG00000026103.21,P25445,355,APO-1,CD95
FAT1	FAT atypical cadherin 1	COSG73476	4	186587783	186726722	4q35.2	y	y	oral squamous cell, chemorefractory CLL, head and neck, pancreatic acinar cell carcinoma	pancreatic		E, L		TSG	Mis, N, F, S		n		1	FAT1,ENSG00000083857.13,Q14517,2195,CDHF7,CDHR8
FAT3	FAT atypical cadherin 3	COSG114528	11	92352096	92896470	11q14.3	y	n	SCC, colon adenocarcinoma, gastric adenocarcinoma			E			Mis		n		2	FAT3,ENSG00000165323.15,120114,CDHF15,CDHR10,KIAA1989
FAT4	FAT atypical cadherin 4	COSG107228	4	125316399	125492932	4q28.1	y	n	lymphoma, pancreatic, head and neck, melanoma, hepatocellular carcinoma			E, L		TSG	Mis, N		y	Hennekam lymphangiectasia-lymphedema syndrome 2, Van Maldergem syndrome 2 	1	FAT4,ENSG00000196159.11,Q6V0I7,79633,CDHF14,CDHR11,FAT-J
FBLN2	fibulin 2	COSG115621	3	13549131	13638422	3p25.1	y	n	breast cancer, colorectal adenocarcinoma			E		TSG	Mis, S		n		2	FBLN2,ENSG00000163520.13,P98095,2199
FBXO11	F-box protein 11	COSG86840	2	47789316	47905793	2p16.3	y	n	DLBCL			L	Rec	TSG	Mis, F, D		n		1	FBXO11,ENSG00000138081.20,Q86XK2,80204,FBX11,UBR6
FBXW7	F-box and WD repeat domain containing 7	COSG70576	4	152320544	152536063	4q31.3	y	n	colorectal, endometrial, T-ALL			E, L	Rec	TSG	Mis, N, D, F		n		1	FBXW7,ENSG00000109670.14,Q969H0,55294,AGO,CDC4,FBW7,FBX30,FBXW6,FLJ11071,SEL-10,SEL10
FCGR2B	Fc fragment of IgG receptor IIb	COSG76068	1	161663147	161678654	1q23.3	y	n	ALL			L	Dom	oncogene, fusion	T	?	n		1	FCGR2B,ENSG00000072694.20,P31994,2213,CD32,CD32B
FCRL4	Fc receptor like 4	COSG68560	1	157573749	157598080	1q23.1	y	n	B-NHL			L	Dom	oncogene, fusion	T	IGH	n		1	FCRL4,ENSG00000163518.10,Q96PJ5,83417,CD307d,FCRH4,IGFP2,IRTA1
FEN1	flap structure-specific endonuclease 1	COSG72232	11	61792637	61797244	11q12.2	n	y		breast cancer		E		TSG			n		2	FEN1,ENSG00000168496.3,P39748,2237,FEN-1,MF1
FES	FES proto-oncogene, tyrosine kinase	COSG94613	15	90883695	90895776	15q26.1	y	n	HNSCC, ovarian carcinoma			E		oncogene, TSG	Mis, F		n		1	FES,ENSG00000182511.11,P07332,2242,FPS
FEV	FEV, ETS transcription factor	COSG106712	2	218981087	218985657	2q35	y	n	Ewing sarcoma			M	Dom	oncogene, fusion	T	EWSR1,  FUS	n		1	FEV,ENSG00000163497.2,Q99581,54738,Pet-1
FGFR1	fibroblast growth factor receptor 1	COSG114519	8	38411138	38468834	8p11.23	y	n	MPN, NHL, salivary adenoma			L	Dom	oncogene, fusion	T	BCR, FOP, ZMYM2, CNTRL, PLAG1	y	Pfeiffer syndrome, Kallman syndrome	1	FGFR1,ENSG00000077782.19,P11362,2260,BFGFR,CD331,CEK,FLG,H2,H3,H4,H5,N-SAM
FGFR1OP	FGFR1 oncogene partner	COSG60450	6	166999182	167094789	6q27	y	n	MPN, NHL			L	Dom	fusion	T	FGFR1	n		1	FGFR1OP,ENSG00000213066.12,O95684,11116,FOP
FGFR2	fibroblast growth factor receptor 2	COSG61759	10	121478334	121598458	10q26.13	y	n	gastric, NSCLC, endometrial			E	Dom	oncogene, fusion	Mis, T		y	Crouzon, Pfeiffer, and Apert syndromes	1	FGFR2,ENSG00000066468.22,P21802,2263,CD332,CEK3,ECT1,K-SAM,TK14,TK25
FGFR3	fibroblast growth factor receptor 3	COSG66931	4	1793293	1808872	4p16.3	y	n	bladder, MM, T-cell lymphoma			L, E	Dom	oncogene, fusion	Mis, T	IGH, ETV6	y	Hypochondroplasia, Thanatophoric dysplasia	1	FGFR3,ENSG00000068078.18,P22607,2261,CD333,CEK2,JTK4
FGFR4	fibroblast growth factor receptor 4	COSG98910	5	177086886	177098144	5q35.2	y	n	rhabdomyosarcoma			M	Dom	oncogene	Mis		n		1	FGFR4,ENSG00000160867.14,P22455,2264,CD334,JTK2
FH	fumarate hydratase	COSG94388	1	241497603	241519761	1q43	n	y		leiomyomatosis, renal	hereditary leiomyomatosis and renal cell cancer	E, M	Rec	TSG	Mis, N, F		n		1	FH,ENSG00000091483.6,P07954,2271
FHIT	fragile histidine triad	COSG72343	3	59749310	61251459	3p14.2	y	n	pleomorphic salivary gland adenoma			E	Dom	TSG, fusion	T	HMGA2	n		1	FHIT,ENSG00000189283.9,P49789,2272,AP3Aase,FRA3B
FIP1L1	factor interacting with PAPOLA and CPSF1	COSG62967	4	53377643	53460861	4q12	y	n	idiopathic hypereosinophilic syndrome			L	Dom	fusion	T	PDGFRA	n		1	FIP1L1,ENSG00000145216.15,Q6UN15,81608,DKFZp586K0717,FIP1
FKBP9	FKBP prolyl isomerase 9	COSG81566	7	32957404	33006931	7p14.3	y	n	glioma			O			Mis		n		2	FKBP9,ENSG00000122642.10,O95302,11328,FKBP60,FKBP63
FLCN	folliculin	COSG83404	17	17212212	17237188	17p11.2	n	y		renal, fibrofolliculomas, trichodiscomas	Birt-Hogg-Dube syndrome	E, M	Rec	TSG	Mis. N, F		n		1	FLCN,ENSG00000154803.12,Q8NFG4,201163,BHD,MGC17998,MGC23445
FLI1	Fli-1 proto-oncogene, ETS transcription factor	COSG104312	11	128686535	128813267	11q24.3	y	n	Ewing sarcoma			M	Dom	oncogene, fusion	T	EWSR1	n		1	FLI1,ENSG00000151702.16,Q01543,2313,EWSR2,SIC-1
FLNA	filamin A	COSG74753	X	154348524	154374638	Xq28	y	n	phyllodes tumour of the breast			E			Mis, F, O		n		2	FLNA,ENSG00000196924.15,P21333,2316,ABP-280
FLT3	fms related tyrosine kinase 3	COSG64752	13	28003274	28100592	13q12.2	y	n	AML, ALL			L	Dom	oncogene	Mis, O		n		1	FLT3,ENSG00000122025.14,P36888,2322,CD135,FLK2,STK1
FLT4	fms related tyrosine kinase 4	COSG95485	5	180601506	180649624	5q35.3	y	n	soft tissue sarcoma			M	Dom	oncogene	A		n		1	FLT4,ENSG00000037280.15,P35916,2324,PCL,VEGFR3
FNBP1	formin binding protein 1	COSG106586	9	129887187	130043194	9q34.11	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	FNBP1,ENSG00000187239.16,Q96RU3,23048,FBP17,KIAA0554
FOXA1	forkhead box A1	COSG106486	14	37589984	37596059	14q21.1	y	n	breast, prostate			E	Dom	oncogene	Mis, F		n		1	FOXA1,ENSG00000129514.5,P55317,3169
FOXL2	forkhead box L2	COSG66822	3	138944224	138947140	3q22.3	y	n	granulosa-cell tumour of the ovary			O	Dom	oncogene, TSG	Mis		y	Blepharophimosis, ptosis and epicanthus inversus Types I, II; Premature ovarian failure type III	1	FOXL2,ENSG00000183770.5,P58012,668,BPES1
FOXO1	forkhead box O1	COSG102574	13	40469953	40666597	13q14.11	y	n	alveolar rhabdomyosarcoma			M	Dom	oncogene, TSG, fusion	T	PAX3, PAX7	n		1	FOXO1,ENSG00000150907.7,Q12778,2308,FKH1
FOXO3	forkhead box O3	COSG76666	6	108559835	108684774	6q21	y	n	AL			L	Dom	oncogene, TSG, fusion	T	KMT2A	n		1	FOXO3,ENSG00000118689.14,O43524,2309,AF6q21,FOXO2
FOXO4	forkhead box O4	COSG58773	X	71096197	71103535	Xq13.1	y	n	AL, soft tissue sarcoma			L, M	Dom	oncogene, TSG, fusion	T	KMT2A, CIC	n		1	FOXO4,ENSG00000184481.16,P98177,4303,AFX1
FOXP1	forkhead box P1	COSG71217	3	70952817	71583993	3p13	y	n	ALL			L	Dom	oncogene, fusion	T	PAX5	n		1	FOXP1,ENSG00000114861.19,Q9H334,27086,12CC4,HSPC215,QRF1,hFKH1B
FOXR1	forkhead box R1	COSG107615	11	118971707	118981291	11q23.3	y	n	neuroblastoma			O		oncogene, fusion	T		n		2	FOXR1,ENSG00000176302.12,Q6PIV2,283150,DLNB13,FOXN5
FSTL3	follistatin like 3	COSG114579	19	676365	683399	19p13.3	y	n	B-CLL			L	Dom	oncogene, fusion	T	CCND1	n		1	FSTL3,ENSG00000070404.9,O95633,10272,FLRG,FSRP
FUBP1	far upstream element binding protein 1	COSG70617	1	77944055	77979110	1p31.1	y	n	oligodendroglioma			O	Rec	oncogene	F, N		n		1	FUBP1,ENSG00000162613.16,Q96AE4,8880,FBP
FUS	FUS RNA binding protein	COSG115221	16	31180110	31194871	16p11.2	y	n	liposarcoma, AML, Ewing sarcoma, angiomatoid fibrous histiocytoma, fibromyxoid sarcoma			M, L	Dom	TSG, fusion	T	DDIT3, ERG, FEV, ATF1, CREB3L2, CREB3L1, NFATC2	n		1	FUS,ENSG00000089280.18,P35637,2521,FUS1,HNRNPP2,TLS,hnRNP-P2
GAS7	growth arrest specific 7	COSG96511	17	9910609	10198551	17p13.1	y	n	AML*			L	Dom	fusion	T	KMT2A	n		1	GAS7,ENSG00000007237.18,O60861,8522,KIAA0394,MGC1348
GATA1	GATA binding protein 1	COSG87468	X	48786554	48794311	Xp11.23	y	n	megakaryoblastic leukaemia of Downs syndrome			L	Dom	oncogene, TSG	Mis, F		n		1	GATA1,ENSG00000102145.13,P15976,2623,ERYF1,GATA-1,NF-E1,NFE1
GATA2	GATA binding protein 2	COSG113001	3	128479427	128493185	3q21.3	y	n	AML (CML blast transformation)			L	Dom	oncogene	Mis		n		1	GATA2,ENSG00000179348.11,P23769,2624,NFE1B
GATA3	GATA binding protein 3	COSG76073	10	8045378	8075203	10p14	y	n	breast			E	Rec	oncogene, TSG	F, N, S		y	HDR syndrome (hypoparathyroidism, sensorineural deafness, and renal disease)	1	GATA3,ENSG00000107485.16,P23771,2625,HDR
GLI1	GLI family zinc finger 1	COSG60145	12	57460135	57472262	12q13.3	y	n	CRC, oesophagus cancer			E		oncogene, fusion	T, F		y	IBD	2	GLI1,ENSG00000111087.9,P08151,2735
GMPS	guanine monophosphate synthase	COSG90794	3	155870536	155944026	3q25.31	y	n	AML			L	Dom	fusion	T	KMT2A	n		2	GMPS,ENSG00000163655.15,P49915,8833,GATD7
GNA11	G protein subunit alpha 11	COSG111894	19	3094410	3124004	19p13.3	y	n	uveal melanoma, primary central nervous system melanocytic neoplasms			E, O	Dom	oncogene	Mis		n		1	GNA11,ENSG00000088256.8,P29992,2767,FBH,FBH2,FHH2
GNAQ	G protein subunit alpha q	COSG98291	9	77716087	78031458	9q21.2	y	n	uveal melanoma, primary central nervous system melanocytic neoplasms			E, O	Dom	oncogene	Mis		n		1	GNAQ,ENSG00000156052.10,P50148,2776,G-ALPHA-q,GAQ
GNAS	GNAS complex locus	COSG82860	20	58839718	58911192	20q13.32	y	n	pituitary adenoma, pancreatic intraductal papillary mucinous neoplasm, fibrous dysplasia			E, M	Dom	oncogene	Mis		y	McCune-Albright syndrome; pseudohypoparathyroidism, type IA	1	GNAS,ENSG00000087460.24,Q5JWF2,2778,GNASXL,GPSA,NESP,NESP55,SCG6,SgVI
GOLGA5	golgin A5	COSG65089	14	92794231	92839963	14q32.12	y	n	papillary thyroid, Spitzoid tumour			E	Dom	fusion	T	RET	n		1	GOLGA5,ENSG00000066455.12,Q8TBA6,9950,GOLIM5,golgin-84,ret-II,rfg5
GOLPH3	golgi phosphoprotein 3	COSG112121	5	32124704	32174350	5p13.3	y	n	breast cancer, NSCLC, ovarian cancer			E			A		n		2	GOLPH3,ENSG00000113384.13,Q9H4A6,64083,GOPP1,GPP34,MIDAS,Vps74
GOPC	golgi associated PDZ and coiled-coil motif containing	COSG62335	6	117560269	117602542	6q22.1	y	n	glioblastoma, cholangiocarcinoma, borderline ovarian			E, O	Dom	fusion	T	ROS1	n		1	GOPC,ENSG00000047932.13,Q9HD26,57120,CAL,FIG,GOPC1,PIST,dJ94G16.2
GPC3	glypican 3	COSG62939	X	133535745	133985895	Xq26.2	n	y		Wilms tumour	Simpson-Golabi-Behmel syndrome	O	Rec/X	oncogene, TSG	D, Mis, N, F, S		n		1	GPC3,ENSG00000147257.13,P51654,2719,DGSX,OCI-5,SGB,SGBS,SGBS1
GPC5	glypican 5	COSG92536	13	91398607	92873682	13q31.3	y	n	lung adenocarcinoma			E		TSG	D		n		2	GPC5,ENSG00000179399.14,P78333,2262
GPHN	gephyrin	COSG100626	14	66507407	67181803	14q23.3	y	n	AL			L	Dom	fusion	T	KMT2A	n		1	GPHN,ENSG00000171723.15,Q9NQX3,10243,KIAA1385
GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	COSG108203	16	9753404	10182754	16p13.2	y	n	melanoma, colorectal carcinoma, gastric carcinoma, lung carcinoma			E	Rec	TSG	Mis, N, F, O		y	Focal epilepsy and speech disorder with or without mental retardation	1	GRIN2A,ENSG00000183454.16,Q12879,2903,GluN2A
GRM3	glutamate metabotropic receptor 3	COSG74476	7	86643914	86864884	7q21.12	y	n	melanoma, oral SCC			E		oncogene	Mis, A		n		2	GRM3,ENSG00000198822.10,Q14832,2913,GPRC1C,MGLUR3,mGlu3
GSK3B	glycogen synthase kinase 3 beta	COSG78014	3	119821323	120094417	3q13.33	y	n	endometrial cancer			E			F, Mis, N		n		2	GSK3B,ENSG00000082701.14,P49841,2932
GTF2I	general transcription factor IIi	COSG103299	7	74657667	74760692	7q11.23	y	n	thymoma			E			Mis		n	Williams-Beuren syndrome	2	GTF2I,ENSG00000263001.5,P78347,2969,BAP-135,BTKAP1,DIWS,IB291,SPIN,TFII-I
H3F3A	H3 histone family member 3A	COSG83297	1	226061851	226072001	1q42.12	y	n	glioma			O	Dom	oncogene	Mis		n		1	H3F3A,ENSG00000163041.9,P84243,3020,H3.3A
H3F3B	H3 histone family member 3B	COSG91461	17	75776434	75785893	17q25.1	y	n	chondroblastoma			M	Dom	oncogene	Mis		n		1	H3F3B,ENSG00000132475.10,P84243,3021,H3.3B
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	COSG102009	16	56932048	56944863	16q13	y	n	prostate			E	Dom	fusion	T	ERG	n		1	HERPUD1,ENSG00000051108.14,Q15011,9709,HERP,KIAA0025,Mif1,SUP
HEY1	hes related family bHLH transcription factor with YRPW motif 1	COSG65409	8	79764010	79767863	8q21.13	y	n	mesenchymal chondrosarcoma			M	Dom	oncogene, fusion	T	NCOA2	n		1	HEY1,ENSG00000164683.16,Q9Y5J3,23462,CHF-2,CHF2,HERP2,HESR-1,HESR1,HRT-1,bHLHb31
HGF	hepatocyte growth factor	COSG65657	7	81699008	81770438	7q21.11	y	y	breast cancer, lung cancer, multiple myeloma	bladder cancer		E, M		oncogene, fusion	A, F, Mis, N, T	CACNA2D1	n		1	HGF,ENSG00000019991.16,P14210,3082,F-TCF,HGFB,HPTA,SF
HIF1A	hypoxia inducible factor 1 subunit alpha	COSG84346	14	61695513	61748259	14q23.2	y	n	endometrioid carcinoma, glioblastoma, colorectal, renal, lung, pancreatic			E, O	Dom	oncogene	Mis, F, N		n		1	HIF1A,ENSG00000100644.16,Q16665,3091,HIF-1alpha,HIF1,MOP1,PASD8,bHLHe78
HIP1	huntingtin interacting protein 1	COSG87160	7	75533300	75738962	7q11.23	y	n	CMML, NSCLC			L, E	Dom	oncogene, fusion	T	PDGFRB, ALK	n		1	HIP1,ENSG00000127946.16,O00291,3092,ILWEQ
HIST1H3B	histone cluster 1 H3 family member b	COSG99727	6	26031650	26032060	6p22.2	y	n	glioma			O	Dom	oncogene	Mis		n		1	HIST1H3B,ENSG00000274267.1,P68431,8358,H3/l
HIST1H4I	histone cluster 1 H4 family member i	COSG99670	6	27138588	27139881	6p22.1	y	n	NHL			L	Dom	fusion	T	BCL6	n		1	HIST1H4I,ENSG00000276180.1,P62805,8294,H4/m
HLA-A	major histocompatibility complex, class I, A	COSG104170	6	29941260	29945884	6p22.1	y	n	Spitzoid tumour			E	Dom	fusion	T	ROS1	y	Carbamazepine-induced hypersensitivity syndrome	1	HLA-A,ENSG00000206503.12,P04439,P13746,P16188,3105
HLF	HLF, PAR bZIP transcription factor	COSG74351	17	55265012	55325065	17q22	y	n	ALL			L	Dom	oncogene, fusion	T	TCF3	n		1	HLF,ENSG00000108924.13,Q16534,3131,MGC33822
HMGA1	high mobility group AT-hook 1	COSG100629	6	34236873	34246231	6p21.31	y	n	microfollicular thyroid adenoma, various benign mesenchymal tumours			E, M	Dom	oncogene, fusion	T	?	n		1	HMGA1,ENSG00000137309.19,P17096,3159
HMGA2	high mobility group AT-hook 2	COSG69442	12	65824131	65966295	12q14.3	y	n	lipoma, leiomyoma, pleomorphic salivary gland adenoma			M	Dom	oncogene, fusion	T	LHFP, RAD51B, LPP, COX6C, ACKR3, NFIB, ALDH2, CCNB1IP1, EBF1, WIF1, FHIT	n		1	HMGA2,ENSG00000149948.13,8091,BABL,LIPO
HMGN2P46	high mobility group nucleosomal binding domain 2 pseudogene 46	COSG91008	15	45511136	45586290	15q21.1	y	n	prostate			E	Dom	fusion	T	ETV1	n		2	HMGN2P46,ENSG00000179362.14,,D-PCa-2,FLJ39426
HNF1A	HNF1 homeobox A	COSG70564	12	120978543	121002512	12q24.31	y	y	hepatic adenoma, hepatocellular	hepatic adenoma, hepatocellular carcinoma	familial hepatic adenoma	E	Rec	TSG	Mis, F		y	Maturity-onset diabetes of the young, TYPE III	1	HNF1A,ENSG00000135100.17,6927,HNF1,LFB1
HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	COSG88183	7	26189927	26201529	7p15.2	y	n	prostate			E	Dom	oncogene, fusion	T	ETV1	n		1	HNRNPA2B1,ENSG00000122566.20,P22626,3181
HOOK3	hook microtubule tethering protein 3	COSG101512	8	42896932	43030539	8p11.21	y	n	papillary thyroid			E	Dom	fusion	T	RET	n		1	HOOK3,ENSG00000168172.8,Q86VS8,84376,HK3
HOXA11	homeobox A11	COSG65276	7	27181510	27185223	7p15.2	y	n	CML			L	Dom	oncogene, TSG, fusion	T	NUP98	n		1	HOXA11,ENSG00000005073.5,P31270,3207
HOXA13	homeobox A13	COSG98272	7	27193503	27200106	7p15.2	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	HOXA13,ENSG00000106031.7,P31271,3209
HOXA9	homeobox A9	COSG109289	7	27162435	27175180	7p15.2	y	n	AML*			L	Dom	oncogene, TSG, fusion	T	NUP98, MSI2	n		1	HOXA9,ENSG00000078399.17,P31269,3205
HOXC11	homeobox C11	COSG63604	12	53973126	53977643	12q13.13	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	HOXC11,ENSG00000123388.4,O43248,3227
HOXC13	homeobox C13	COSG58815	12	53938765	53946544	12q13.13	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	HOXC13,ENSG00000123364.4,P31276,3229
HOXD11	homeobox D11	COSG102737	2	176104216	176109754	2q31.1	y	n	AML			L	Dom	oncogene, fusion	T	NUP98	n		1	HOXD11,ENSG00000128713.13,P31277,3237
HOXD13	homeobox D13	COSG60623	2	176092891	176095938	2q31.1	y	n	AML*			L	Dom	oncogene, fusion	T	NUP98	n		1	HOXD13,ENSG00000128714.5,P35453,3239
HRAS	HRas proto-oncogene, GTPase	COSG113788	11	532242	537287	11p15.5	y	y	infrequent sarcomas, rare other tumour types	rhabdomyosarcoma, ganglioneuroblastoma, bladder	Costello syndrome	E, L, M	Dom	oncogene	Mis		n		1	HRAS,ENSG00000174775.16,P01112,3265
HSP90AA1	heat shock protein 90 alpha family class A member 1	COSG94795	14	102080738	102139699	14q32.31	y	n	NHL			L	Dom	fusion	T	BCL6	n		1	HSP90AA1,ENSG00000080824.18,P07900,3320,FLJ31884,HSP90N,Hsp89,Hsp90
HSP90AB1	heat shock protein 90 alpha family class B member 1	COSG103171	6	44246166	44253888	6p21.1	y	n	NHL			L	Dom	fusion	T	BCL6	n		1	HSP90AB1,ENSG00000096384.19,P08238,3326
ID3	inhibitor of DNA binding 3, HLH protein	COSG96223	1	23557918	23559794	1p36.12	y	n	Burkitt lymphoma			L		TSG	Mis, N		n		2	ID3,ENSG00000117318.8,Q02535,3399,HEIR-1,bHLHb25
IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	COSG108257	2	208236227	208266074	2q34	y	n	glioblastoma			O	Dom	oncogene	Mis		n		1	IDH1,ENSG00000138413.13,O75874,3417
